"dist_km","country_2","mean_diff"
1.3,"CZ",-1.85263046223461e-18
1.3,"DE",-4.77048955893622e-18
1.3,"DK",1.38777878078145e-17
1.3,"EE",-4.62705864653449e-18
1.3,"EL",6.16905859831797e-18
1.3,"ES",2.76768595674896e-18
1.3,"FI",-9.9078653887403e-19
1.3,"FR",-2.1785483299056e-18
1.3,"HR",1.98544522836408e-18
1.3,"HU",-3.64741303223989e-18
1.3,"IE",-4.16469159505994e-18
1.3,"IS",0
1.3,"IT",-1.67180102846649e-18
1.3,"LT",0
1.3,"LU",0
1.3,"LV",1.73472347597681e-18
1.3,"ME",0
1.3,"MK",5.20417042793042e-18
1.3,"MT",0
1.3,"NL",1.38777878078145e-17
1.3,"NO",5.78241158658936e-18
1.3,"PL",-2.489984784601e-19
1.3,"PT",3.46944695195361e-18
1.3,"RO",6.54171107958668e-18
1.3,"RS",3.96556624963113e-18
1.3,"SE",-6.93889390390723e-18
1.3,"SI",0
1.3,"SK",-2.60208521396521e-18
1.3,"TR",1.02321580028319e-17
1.3,"UK",5.60961085802361e-18
1.3,"XK",4.62649395790299e-18
1.4,"AL",-5.20417042793042e-18
1.4,"AT",2.31239994600424e-18
1.4,"BA",-5.55145393630468e-18
1.4,"BE",0
1.4,"BG",2.44941998158949e-18
1.4,"CH",2.77411760555256e-18
1.4,"CY",-1.38777878078145e-17
1.4,"CZ",0
1.4,"DE",3.53805662068121e-18
1.4,"DK",1.38777878078145e-17
1.4,"EE",-4.62705864653449e-18
1.4,"EL",3.08461164958441e-18
1.4,"ES",-3.41208077536149e-18
1.4,"FI",-1.98302513422907e-18
1.4,"FR",6.00742299754953e-18
1.4,"HR",0
1.4,"HU",4.3806760804735e-18
1.4,"IE",-5.55247037584139e-18
1.4,"IS",0
1.4,"IT",4.9542957084904e-18
1.4,"LT",-6.93889390390723e-18
1.4,"LU",0
1.4,"LV",1.73472347597681e-18
1.4,"ME",0
1.4,"MK",-3.46944695195361e-18
1.4,"MT",0
1.4,"NL",9.12549735677353e-18
1.4,"NO",4.62649395790299e-18
1.4,"PL",-5.98639075070344e-18
1.4,"PT",-5.78306450781953e-18
1.4,"RO",2.97365209814607e-18
1.4,"RS",-4.95611077909166e-18
1.4,"SE",-1.15642584845472e-17
1.4,"SI",0
1.4,"SK",0
1.4,"TR",1.36969685639164e-17
1.4,"UK",-1.23967597105291e-17
1.4,"XK",4.62649395790299e-18
1.5,"AL",6.93889390390723e-18
1.5,"AT",-6.93889390390723e-18
1.5,"BA",-5.55145393630468e-18
1.5,"BE",-5.04816235964522e-18
1.5,"BG",4.89724554821945e-18
1.5,"CH",-6.95329346401055e-19
1.5,"CY",0
1.5,"CZ",3.70164691722759e-18
1.5,"DE",4.77048955893622e-18
1.5,"DK",6.93889390390723e-18
1.5,"EE",-2.31183525737274e-18
1.5,"EL",-1.54155290661687e-18
1.5,"ES",1.60824869344158e-18
1.5,"FI",3.96508223080413e-18
1.5,"FR",8.36854264584524e-18
1.5,"HR",0
1.5,"HU",-2.91985631122988e-18
1.5,"IE",-5.55247037584139e-18
1.5,"IS",0
1.5,"IT",-6.11912735057407e-18
1.5,"LT",3.46944695195361e-18
1.5,"LU",0
1.5,"LV",3.46944695195361e-18
1.5,"ME",0
1.5,"MK",-3.46944695195361e-18
1.5,"MT",0
1.5,"NL",3.5650890721693e-18
1.5,"NO",-6.93889390390723e-18
1.5,"PL",4.31274127102693e-18
1.5,"PT",-2.31359990934618e-18
1.5,"RO",-6.74146262437293e-18
1.5,"RS",-4.46071750965465e-18
1.5,"SE",-1.15642584845472e-17
1.5,"SI",6.93889390390723e-18
1.5,"SK",3.46944695195361e-18
1.5,"TR",-7.24012556835972e-19
1.5,"UK",-4.72742604345826e-18
1.5,"XK",-4.62592926927149e-18
1.6,"AL",-6.93889390390723e-18
1.6,"AT",-1.38777878078145e-17
1.6,"BA",-5.55145393630468e-18
1.6,"BE",2.5239271738322e-18
1.6,"BG",-4.07990857958654e-18
1.6,"CH",3.46944695195361e-18
1.6,"CY",0
1.6,"CZ",0
1.6,"DE",-6.36003511705759e-18
1.6,"DK",1.38777878078145e-17
1.6,"EE",-4.62705864653449e-18
1.6,"EL",-7.70875273818947e-18
1.6,"ES",-3.6684648849852e-19
1.6,"FI",-4.95586876967816e-18
1.6,"FR",-9.69282253018806e-18
1.6,"HR",5.94665530855219e-18
1.6,"HU",6.20991060109132e-18
1.6,"IE",0
1.6,"IS",0
1.6,"IT",1.07423541813948e-17
1.6,"LT",-4.62621161358724e-18
1.6,"LU",0
1.6,"LV",-6.93889390390723e-18
1.6,"ME",0
1.6,"MK",1.04083408558608e-17
1.6,"MT",0
1.6,"NL",3.5658635022925e-18
1.6,"NO",2.31239994600424e-18
1.6,"PL",6.69597069624123e-18
1.6,"PT",-8.09516446298829e-18
1.6,"RO",4.95561465979398e-18
1.6,"RS",3.46944695195361e-18
1.6,"SE",-4.62536458063998e-18
1.6,"SI",0
1.6,"SK",-5.20417042793042e-18
1.6,"TR",0
1.6,"UK",9.44634571348877e-18
1.6,"XK",-4.62621161358724e-18
1.7,"AL",-3.46944695195361e-18
1.7,"AT",-1.15659525504417e-17
1.7,"BA",-5.55145393630468e-18
1.7,"BE",-1.26150541909463e-17
1.7,"BG",4.48947392231773e-18
1.7,"CH",-5.55162334289414e-18
1.7,"CY",1.38777878078145e-17
1.7,"CZ",5.54840461769457e-18
1.7,"DE",-3.59927239764007e-19
1.7,"DK",6.93889390390723e-18
1.7,"EE",6.93889390390723e-18
1.7,"EL",-6.16903506962499e-18
1.7,"ES",9.89466758771087e-18
1.7,"FI",-1.38777878078145e-17
1.7,"FR",-4.86106595560315e-18
1.7,"HR",-4.95732082615917e-18
1.7,"HU",-5.10965938328942e-18
1.7,"IE",1.38777878078145e-17
1.7,"IS",0
1.7,"IT",-1.17423774128841e-17
1.7,"LT",1.15648231731787e-18
1.7,"LU",0
1.7,"LV",-3.46944695195361e-18
1.7,"ME",0
1.7,"MK",1.04083408558608e-17
1.7,"MT",0
1.7,"NL",-9.90844621133271e-18
1.7,"NO",-9.25242322717447e-18
1.7,"PL",-3.46944695195361e-18
1.7,"PT",5.78269393090511e-18
1.7,"RO",-3.97379456969017e-19
1.7,"RS",-5.45150404852868e-18
1.7,"SE",-2.31352932326725e-18
1.7,"SI",6.93889390390723e-18
1.7,"SK",-1.38777878078145e-17
1.7,"TR",-7.66646734267278e-18
1.7,"UK",-8.85603583716293e-18
1.7,"XK",0
1.8,"AL",0
1.8,"AT",1.38777878078145e-17
1.8,"BA",5.55111512312578e-18
1.8,"BE",0
1.8,"BG",6.11976321844483e-18
1.8,"CH",0
1.8,"CY",1.38777878078145e-17
1.8,"CZ",-4.62367051474547e-18
1.8,"DE",-4.33680868994202e-18
1.8,"DK",6.93889390390723e-18
1.8,"EE",-4.62705864653449e-18
1.8,"EL",-1.079317615823e-17
1.8,"ES",-3.8075175266276e-18
1.8,"FI",5.9476233462062e-18
1.8,"FR",-7.6857473460203e-18
1.8,"HR",4.95732082615917e-18
1.8,"HU",6.93889390390723e-18
1.8,"IE",-8.32531743197307e-18
1.8,"IS",0
1.8,"IT",5.60518002610196e-18
1.8,"LT",5.78241158658936e-18
1.8,"LU",0
1.8,"LV",3.46944695195361e-18
1.8,"ME",0
1.8,"MK",-6.93889390390723e-18
1.8,"MT",0
1.8,"NL",6.34568042953302e-18
1.8,"NO",-6.93889390390723e-18
1.8,"PL",9.57643766952646e-19
1.8,"PT",6.93889390390723e-18
1.8,"RO",6.54161125070361e-18
1.8,"RS",4.96119297677519e-19
1.8,"SE",9.25072916127997e-18
1.8,"SI",0
1.8,"SK",-5.20417042793042e-18
1.8,"TR",-5.66661698162019e-18
1.8,"UK",1.32901847480463e-17
1.8,"XK",4.62564692495573e-18
1.9,"AL",0
1.9,"AT",9.25157619422722e-18
1.9,"BA",-5.55128452971523e-18
1.9,"BE",-1.26150156894487e-17
1.9,"BG",6.11976321844483e-18
1.9,"CH",-2.77411760555256e-18
1.9,"CY",0
1.9,"CZ",3.69893641179638e-18
1.9,"DE",-5.06337325859906e-18
1.9,"DK",-6.93889390390723e-18
1.9,"EE",-4.62705864653449e-18
1.9,"EL",3.08470576435633e-18
1.9,"ES",-6.09253394173431e-18
1.9,"FI",-7.93016446160826e-18
1.9,"FR",-4.68624294763717e-18
1.9,"HR",-3.96580825904463e-18
1.9,"HU",6.20991060109132e-18
1.9,"IE",8.32531743197307e-18
1.9,"IS",0
1.9,"IT",-3.80339977513418e-18
1.9,"LT",3.46944695195361e-18
1.9,"LU",0
1.9,"LV",6.93889390390723e-18
1.9,"ME",0
1.9,"MK",0
1.9,"MT",0
1.9,"NL",-8.32860875999668e-18
1.9,"NO",4.62592926927149e-18
1.9,"PL",-2.03425185094553e-18
1.9,"PT",8.09572915161979e-18
1.9,"RO",2.18009339964312e-18
1.9,"RS",3.46944695195361e-18
1.9,"SE",-9.25044681696421e-18
1.9,"SI",-6.93889390390723e-18
1.9,"SK",-1.21430643318376e-17
1.9,"TR",1.0047582836523e-17
1.9,"UK",3.83796936093084e-18
1.9,"XK",-4.62564692495573e-18
2,"AL",-3.46944695195361e-18
2,"AT",1.1564540828863e-17
2,"BA",2.77572696815234e-18
2,"BE",7.56962543763086e-18
2,"BG",4.07990857958654e-18
2,"CH",0
2,"CY",1.38777878078145e-17
2,"CZ",-5.54885636859977e-18
